Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
SRJ4,6874,3.74,170,0.16,0.68,3.56,0.03,0.04,0.06,0.28,0,5.27,1.22,1.15,0.26,0.09,1.24,0.41,4.44,0.33,0.15,0.04,3.72,0.16,19.07,0.38,0.06,0.47,0.04,0.31,0.28,5.31,0.01,3.43,0.31,0.68,0.71,0.04,2.37,1.02,0.38,0.61,5.31,0.06,0.01,0.20,0,3.32,0.31,0.07,0.31,0.01,0.70,0.16,0.42,0.93,0.04,4.54,0.06,6.40,8.20,0.16,0.04,0.35,0.10,0,0.09,1.79,
SRK4,1903,3.83,154,0.21,1.00,3.84,0,0.32,0.11,0.63,0,7.36,1.31,1.42,0.63,0.16,2.05,0.32,5.57,0.42,0.26,0.05,6.36,0.26,13.29,1.00,0,0.37,0,0.21,0.26,5.73,0,3.94,0.21,0.53,1.00,0.05,3.42,0.63,0.53,0.53,3.84,0,0,0.16,0,2.73,0.37,0.11,0.16,0,0.89,0.26,0.21,0.74,0.11,4.10,0,1.94,13.61,0.26,0,0.11,0,0,0.26,2.52,
SRKV,4042,3.71,176,0.49,0.52,3.91,0,0.35,0.30,0.45,0.12,6.63,0.89,1.36,0.37,0.12,1.63,0.45,6.73,0.54,0.20,0.02,4.92,0.12,14.25,0.30,0.02,0.62,0.05,0.22,0.42,5.10,0.02,3.79,0.17,0.99,1.21,0.05,2.38,1.73,0.82,0.47,5.32,0.05,0.02,0.35,0.02,2.33,0.22,0.22,0.10,0.07,0.82,0.32,0.27,1.19,0.12,2.55,0.27,3.22,10.39,0.22,0.07,0.22,0.07,0,0.10,2.20,
SRL9,15348,3.80,169,0.41,0.94,3.32,0.01,0.35,0.07,0.44,0.05,5.02,0.89,1.46,0.72,0.14,1.32,0.40,4.15,0.35,0.34,0.03,4.85,0.17,17.19,0.59,0.12,0.51,0.03,0.38,0.22,4.99,0.01,3.81,0.22,0.79,0.91,0.03,3.04,0.83,0.44,0.66,6.82,0.05,0.05,0.30,0.02,2.87,0.45,0.12,0.19,0.05,0.88,0.27,0.32,1.17,0.12,2.74,0.14,3.74,9.55,0.27,0.07,0.25,0.10,0.02,0.07,1.82,
SRN2,1611,3.62,172,0.19,0.12,2.05,0,0.19,0.06,0.50,0.19,7.01,1.24,1.06,0.68,0.12,1.74,0.37,6.95,0.25,0.43,0.06,6.64,0.31,13.41,0.31,0.06,0.37,0,0.50,0.31,5.03,0.06,4.10,0.06,1.06,0.68,0,1.80,1.43,0.68,0.56,6.02,0,0.06,0.56,0,3.54,0.99,0.25,0.06,0.12,0.81,0.12,0.43,1.43,0.06,0.50,0.06,2.55,10.99,0.12,0,0.12,0,0,0.12,2.17,
SRNC,10900,3.65,177,0.10,0.33,3.09,0.03,0.03,0.17,0.42,0.03,5.88,1.24,1.71,0.33,0.05,1.39,0.36,6.63,0.11,0.08,0.06,5.13,0.16,16.54,0.72,0.06,0.31,0.02,0.27,0.21,5.88,0,4.09,0.15,1.06,0.68,0.06,2.38,1.24,0.80,0.72,5.46,0.04,0.03,0.28,0,2.74,0.34,0.08,0.17,0.06,0.87,0.07,0.47,0.93,0.05,1.35,0.07,2.14,10.67,0.28,0.02,0.31,0.01,0.02,0.07,1.98,
SRND,2577,3.55,157,0,0.58,4.19,0,0.23,0.12,0.43,0,7.14,0.89,1.01,0,0.12,2.87,0.31,7.18,0.23,0.31,0,3.14,0.04,16.18,0.27,0.04,0.31,0,0.27,0.19,5.74,0,3.14,0.31,0.93,1.51,0,2.95,0.70,0.16,0.39,5.59,0.08,0,0.23,0,2.76,0.31,0.23,0.12,0.04,0.93,0.08,0.47,1.67,0,2.02,0.04,2.79,11.21,0.31,0,0.08,0.12,0,0.04,2.21,
SRNT,6092,3.64,155,0.21,0.84,3.63,0.02,0.16,0.08,0.49,0.03,5.73,1.08,0.85,0.61,0.11,1.23,0.56,6.20,0.23,0.28,0.03,4.14,0.23,14.71,0.89,0.10,0.48,0.03,0.28,0.25,5.35,0,3.38,0.11,0.30,0.90,0.05,4.01,0.95,0.46,0.95,5.60,0.03,0.05,0.30,0.03,2.30,0.23,0.21,0.16,0.03,1.40,0.11,0.64,1.15,0.05,4.55,0.10,4.09,10.62,0.28,0.03,0.07,0.05,0,0.25,1.89,
SRRQ,10825,3.61,165,0.16,0.60,2.80,0,0.23,0.06,0.38,0.06,6.42,0.72,0.95,0.21,0.23,1.27,0.27,6.53,0.42,0.18,0.04,3.36,0.14,13.97,0.34,0.14,0.50,0.01,0.50,0.34,5.32,0,1.96,0.21,0.84,0.78,0.02,2.52,1.27,0.44,2.12,5.53,0.02,0.01,0.35,0.02,2.37,0.20,0.25,0.15,0.04,1.26,0.13,0.37,1.34,0.07,6.19,0.06,6.12,8.32,0.30,0.03,0.06,0.06,0.03,0.11,2.26,
SRRS,4824,3.67,170,0.08,0.58,3.38,0,0.25,0.12,0.56,0,6.32,0.95,1.04,0.17,0.23,2.78,0.04,4.60,0.12,0.31,0.06,4.35,0.15,12.65,0.25,0.08,0.44,0,0.21,0.17,5.16,0,3.38,0.12,0.83,1.26,0.08,2.40,1.04,0.52,0.58,6.16,0.04,0.04,0.48,0,2.22,0.21,0.27,0.12,0.02,0.85,0.39,0.54,1.26,0.12,6.78,0.06,3.88,10.30,0.23,0.02,0.23,0.08,0.04,0.02,2.53,
SRTU,4640,3.87,156,0.06,0.58,3.02,0,0.17,0.06,0.32,0.04,5.86,2.28,2.33,0.41,0.15,1.64,0.39,4.33,0.34,0.06,0.04,5.73,0.04,19.81,1.19,0.22,0.17,0,0.32,0.30,5.41,0.02,3.15,0.02,1.01,0.60,0.09,1.66,0.54,0.84,0.41,5.11,0.02,0,0.34,0.02,1.83,0.13,0.04,0.32,0,0.43,0.15,0.32,1.38,0.09,2.09,0.04,2.03,9.89,0.17,0,0.30,0.02,0,0.19,1.72,
SRU7,9408,3.68,155,0.27,0.69,3.24,0.01,0.31,0.16,0.48,0.06,6.25,1.33,1.56,0.67,0.32,1.66,0.33,6.51,0.33,0.30,0.09,4.59,0.18,13.22,0.45,0.13,0.47,0,0.27,0.29,4.73,0,4.10,0.16,1.00,1.07,0.05,2.55,1.08,0.73,0.49,6.79,0.07,0.04,0.41,0.05,3.51,0.29,0.23,0.17,0.05,0.99,0.31,0.41,1.73,0.06,1.34,0.06,2.42,10.78,0.21,0.01,0.10,0.05,0.01,0.06,2.16,
SRVD,2460,3.77,180,0.24,0.49,3.82,0.12,0.04,0.20,0.45,0.04,5.45,1.10,1.38,0.33,0.20,1.87,0.89,4.31,0.45,0.65,0.08,5.98,0.08,19.39,0.49,0.04,0.45,0.04,0.24,0.28,5.04,0.08,3.33,0.20,0.89,1.87,0.12,2.11,1.10,0.28,0.57,6.50,0.04,0.04,0.49,0,2.72,0.33,0.04,0.20,0.04,0.57,0,0.24,0.93,0.04,1.46,0,3.62,8.25,0.16,0,0.08,0.08,0.04,0.12,1.99,
SRVR,6530,3.64,174,0.29,0.32,3.31,0,0.23,0.03,0.81,0.05,5.97,1.36,0.81,0.26,0.17,1.38,0.28,6.31,0.08,0.12,0.17,4.50,0.20,13.66,0.51,0.14,0.49,0,0.54,0.25,5.59,0,3.57,0.11,0.80,1.07,0.05,2.11,1.23,0.43,1.07,5.67,0.06,0.05,0.32,0.02,3.05,0.21,0.23,0.17,0.11,0.84,0.35,0.58,1.44,0.11,3.48,0.15,5.56,7.87,0.09,0.02,0.09,0.12,0,0.18,2.28,
SRW5,4699,3.65,149,0.28,0.62,3.32,0.02,0.13,0.21,0.60,0,6.00,1.19,1.47,0.45,0.19,1.40,0.43,5.04,0.09,0.43,0.04,5.11,0.09,17.77,0.30,0.26,0.32,0,0.15,0.40,5.51,0,3.43,0.17,0.77,0.72,0.09,2.68,0.70,0.23,0.21,5.70,0.06,0.04,0.26,0.02,3.36,0.21,0.17,0.34,0.02,0.49,0.23,0.34,1.13,0.06,2.77,0.02,2.85,10.15,0.23,0.04,0.06,0.04,0,0.13,2.19,
SRWD,6098,3.70,189,0.46,0.49,2.76,0.02,0.59,0.07,0.64,0.03,5.28,1.15,0.84,0.43,0.16,1.00,0.72,4.56,0.28,0.23,0.02,3.98,0.25,15.99,0.34,0.15,0.49,0.02,0.34,0.26,6.33,0,2.66,0.28,1.13,0.71,0.07,1.98,0.82,0.21,0.69,6.07,0.08,0.10,0.26,0.02,2.77,0.38,0.10,0.18,0.02,0.82,0.11,0.48,1.62,0.16,4.25,0.13,3.59,8.63,0.15,0.08,0.02,0.31,0.02,0.21,2.30,
SRX4,6972,3.71,150,0.37,0.57,3.54,0,0.26,0.11,0.26,0.01,5.46,1.26,0.85,0.27,0.17,1.65,0.34,5.19,0.20,0.17,0.04,4.69,0.03,16.25,0.29,0.01,0.56,0.01,0.44,0.42,5.26,0,2.77,0.39,0.43,1.29,0.07,2.04,0.93,0.33,0.44,5.61,0.03,0,0.32,0,2.87,0.24,0.11,0.14,0.07,0.69,0.10,0.52,0.80,0.09,3.97,0.03,6.08,8.72,0.14,0,0.24,0.06,0,0.14,2.21,
SRYY,8494,3.69,152,0.15,0.33,3.19,0.01,0.08,0.14,0.59,0.04,6.44,1.04,1.31,0.33,0.14,1.60,0.48,5.59,0.29,0.19,0.06,3.66,0.13,13.92,0.35,0.08,0.46,0.01,0.19,0.46,5.31,0,3.87,0.18,1.14,0.99,0.04,2.86,1.45,0.73,0.48,5.64,0.02,0.05,0.47,0.01,3.47,0.28,0.09,0.15,0.04,0.92,0.18,0.66,2.06,0.09,2.85,0.14,1.99,10.96,0.27,0,0.38,0.01,0,0.06,2.30,
SRZT,2339,3.72,155,0.09,0.13,2.91,0,0.13,0.13,0.17,0,3.21,1.24,0.81,0.21,0.26,1.67,0.60,3.98,0.34,0.30,0.09,4.79,0.13,16.55,0.13,0.21,0.86,0,0.43,0.38,7.35,0,3.38,0.68,0.60,0.81,0,1.62,0.73,0.30,0.17,6.93,0,0.04,0.47,0,2.48,0.09,0.04,0.17,0,0.34,0.21,0.64,1.54,0.21,0.68,0.04,7.65,4.87,0.04,0.04,0,0.04,0.09,0.21,1.15,
ST25,8121,3.71,152,0.17,0.83,3.63,0.02,0.15,0.12,0.60,0.04,4.99,0.81,1.33,0.74,0.18,1.58,0.48,4.08,0.46,0.21,0.07,4.37,0.12,16.72,0.17,0.15,0.50,0.01,0.54,0.34,4.53,0.02,3.19,0.16,0.90,1.10,0.07,2.14,0.73,0.32,0.58,5.82,0.05,0.02,0.20,0,3.44,0.23,0.14,0.22,0.05,0.76,0.15,0.33,1.11,0.07,3.69,0.05,5.32,8.72,0.14,0.04,0.36,0.11,0.01,0.20,1.99,
ST39,2615,3.61,184,0.11,0.50,3.14,0,0.46,0.19,0.34,0.08,5.70,0.65,1.07,0.19,0.19,2.49,0.19,7.80,0.23,0.19,0.15,3.86,0.04,14.19,0.46,0.38,0.34,0.04,0.38,0.38,5.39,0,3.44,0.27,0.76,1.22,0,1.68,1.22,0.46,0.38,6.00,0.04,0,0.61,0.08,1.95,0.34,0.23,0.15,0,0.31,0.23,0.50,1.80,0,3.59,0.11,3.98,8.87,0.08,0,0.08,0.08,0.04,0.04,1.76,
ST47,7713,3.88,186,0.16,0.62,2.83,0.01,0.39,0.12,0.38,0.05,4.85,1.56,1.37,0.16,0.08,2.01,0.36,4.52,0.43,0.47,0.04,4.99,0.08,17.09,1.35,0.17,0.51,0,0.36,0.49,6.42,0,3.94,0.19,0.64,0.82,0.01,2.36,0.58,0.31,0.65,5.11,0.05,0.03,0.31,0,2.68,0.31,0.26,0.08,0.04,0.75,0.30,0.29,1.52,0.19,1.91,0.12,3.37,8.82,0.17,0.01,0.12,0.10,0.06,0.16,1.57,
ST56,5042,3.58,162,0.06,0.36,3.57,0,0.26,0.18,0.30,0.02,6.01,1.73,1.84,0.77,0.20,1.19,0.52,6.07,0.08,0.26,0.06,3.07,0.16,14.50,0.14,0.10,0.54,0,0.40,0.52,4.52,0,4.17,0.38,1.01,0.91,0.02,2.68,1.37,0.54,0.30,5.81,0.04,0.02,0.20,0,2.38,0.42,0.12,0.04,0.02,0.95,0.08,0.42,2.22,0.08,2.40,0.06,3.49,10.29,0.22,0,0.22,0.02,0.02,0.22,2.56,
ST62,6169,3.90,178,0.32,0.49,3.31,0,0.18,0.11,0.39,0.06,4.77,1.09,1.33,0.66,0.11,1.78,0.45,4.64,0.26,0.49,0.13,4.88,0.10,18.51,0.39,0.06,0.37,0.02,0.21,0.44,6.68,0.02,3.65,0.41,0.94,0.99,0.02,2.69,0.65,0.24,0.42,5.30,0.15,0.10,0.52,0,2.82,0.16,0.18,0.13,0.03,1.04,0.21,0.26,0.97,0.03,1.60,0.10,3.13,10.20,0.19,0,0.15,0.13,0.03,0.29,1.65,
ST64,4704,3.62,159,0.17,0.77,3.36,0,0.30,0.04,0.28,0.04,6.51,0.62,1.47,0.72,0.23,1.81,0.32,5.04,0.17,0.17,0,3.89,0.06,13.65,0.06,0.15,0.34,0.06,0.34,0.36,4.85,0,2.78,0.11,0.47,0.79,0.06,2.83,0.72,0.89,0.70,5.29,0.02,0.09,0.30,0,4.19,0.19,0.09,0.17,0,0.87,0.04,0.60,1.55,0.02,4.68,0.09,4.61,10.54,0.26,0.02,0.13,0.13,0.06,0.04,3.42,
ST67,14030,3.69,161,0.18,0.71,3.03,0.01,0.26,0.21,0.63,0.04,7.14,0.88,0.80,0.57,0.15,1.57,0.51,4.28,0.13,0.41,0.01,3.42,0.20,14.40,0.37,0.12,0.39,0.02,0.09,0.36,5.35,0,4.03,0.29,0.94,1.00,0.05,3.18,1.52,0.28,0.59,5.71,0.02,0.03,0.30,0.03,3.38,0.40,0.04,0.08,0.05,1.10,0.11,0.28,1.18,0.06,4.45,0.06,2.24,11.52,0.27,0.01,0.16,0.09,0.02,0.07,2.99,
ST6R,8574,3.67,174,0.31,0.51,3.52,0.02,0.19,0.06,0.54,0,5.96,0.98,1.19,0.59,0.10,1.32,0.33,4.63,0.23,0.10,0.01,4.33,0.08,15.62,0.30,0.06,0.51,0.01,0.56,0.35,5.42,0.02,2.04,0.08,0.78,0.93,0.03,1.99,1.63,0.48,1.34,5.60,0.05,0.01,0.37,0,3.79,0.23,0.21,0.33,0.03,0.97,0.12,0.54,1.12,0.07,5.80,0.06,4.56,9.39,0.15,0.03,0.42,0.01,0.01,0.08,2.68,
ST7J,9060,3.60,182,0.31,0.33,3.60,0.01,0.12,0.08,0.36,0.01,6.31,1.37,1.75,0.35,0.19,1.52,0.73,5.63,0.14,0.14,0.03,4.60,0.10,13.93,0.24,0.13,0.53,0.01,0.34,0.34,5.23,0,3.20,0.17,0.71,0.92,0.02,2.36,0.81,0.60,0.46,6.46,0.01,0.01,0.32,0.02,4.43,0.23,0.07,0.19,0.03,0.88,0.14,0.53,1.45,0.06,3.19,0.11,3.84,10.85,0.20,0.01,0.22,0.07,0.03,0.08,1.98,
ST82,12269,3.60,160,0.24,0.63,3.39,0,0.17,0.16,0.42,0.08,6.50,0.84,1.06,0.37,0.23,1.45,0.51,5.21,0.29,0.15,0.07,3.71,0.11,16.47,0.18,0.13,0.25,0.01,0.40,0.31,5.51,0.02,3.42,0.34,0.97,0.83,0.03,2.05,1.49,0.67,0.55,6.28,0.03,0.01,0.33,0.01,3.90,0.34,0.11,0.15,0.02,0.86,0.08,0.56,1.19,0.05,2.57,0.08,4.49,8.93,0.19,0.01,0.22,0.02,0.02,0.07,2.64,
ST8H,14784,3.58,137,0.15,1.33,3.54,0.02,0.11,0.10,0.26,0.01,5.82,0.83,1.77,0.34,0.15,1.52,0.36,5.11,0.28,0.05,0.05,3.98,0.13,16.23,0.17,0.10,0.53,0.02,0.41,0.30,4.80,0,3.75,0.17,0.82,0.84,0.05,1.91,0.74,0.68,0.49,5.78,0.03,0.01,0.20,0.01,3.11,0.41,0.13,0.09,0.03,0.53,0.08,0.40,1.43,0.08,4.08,0.08,5.25,9.19,0.22,0.02,0.17,0.07,0.01,0.09,2.28,
STA2,5448,3.68,176,0.42,0.55,3.47,0,0.13,0.02,0.39,0.04,6.64,0.72,1.05,0.11,0.11,2.88,0.50,6.26,0.28,0.22,0.09,4.83,0.18,18.36,0.11,0.02,0.33,0.02,0.13,0.57,4.66,0,3.21,0.20,1.12,1.21,0.06,1.58,0.86,0.51,0.28,4.85,0.06,0.04,0.28,0.02,3.65,0.24,0.09,0.20,0.04,0.57,0.11,0.35,1.03,0.09,2.29,0.13,2.92,10.57,0.18,0,0.22,0.07,0,0.06,2.51,
STAQ,3108,3.70,174,0.13,0.45,3.22,0,0.35,0.23,0.29,0,5.98,0.93,1.16,0.19,0.23,2.35,0.39,5.98,0.26,0.16,0.03,4.12,0.10,13.77,0.42,0,0.74,0.03,0.16,0.45,5.86,0,3.35,0.26,0.77,1.80,0,2.06,0.93,0.26,0.29,5.98,0.03,0.06,0.58,0.03,2.22,0.13,0.26,0.06,0,0.48,0.26,0.35,1.06,0.10,4.34,0.19,3.38,9.94,0.35,0.03,0,0.03,0,0.13,2.19,
STB7,13698,3.73,155,0.18,1.10,3.29,0.02,0.15,0.10,0.30,0.01,5.91,1.22,2.17,0.75,0.23,1.23,0.58,3.05,0.23,0.52,0.06,3.99,0.14,16.38,0.39,0.06,0.39,0.01,0.35,0.26,5.64,0.01,3.15,0.24,0.89,0.94,0.07,3.45,1.01,0.55,0.45,5.11,0.03,0.03,0.26,0.01,4.05,0.34,0.07,0.21,0.01,1.15,0.13,0.45,1.26,0.07,4.25,0.09,3.53,10.83,0.22,0.01,0.08,0.12,0.04,0.23,2.28,
STBF,4180,3.68,144,0.05,0.48,3.59,0,0.55,0.12,0.17,0,3.68,0.84,1.17,0.12,0.02,2.56,0.69,6.27,0.19,0.43,0.05,3.21,0.07,15.17,0.12,0.10,0.31,0,0.29,0.36,5.22,0,3.80,0.29,0.91,1.34,0.02,2.73,0.53,0.50,0.14,4.81,0,0,0.22,0.07,0.91,0.31,0.05,0.10,0.05,1.03,0.10,0.45,1.34,0.02,4.26,0.14,6.10,8.11,0.26,0,0.05,0.07,0,0.19,1.89,
STBW,4360,3.67,144,0.14,0.69,3.10,0.02,0.30,0.11,0.23,0.07,5.50,0.78,0.99,0.53,0.28,1.28,0.39,5.44,0.25,0.09,0.02,3.00,0.09,18.23,0.23,0.09,0.28,0.02,0.62,0.25,5.25,0,2.96,0.21,0.80,0.96,0.02,1.67,0.87,0.69,0.67,5.11,0.02,0,0.46,0,3.58,0.18,0.09,0.46,0.09,0.53,0.11,0.34,1.56,0.05,3.14,0.05,3.67,9.06,0.14,0.02,0.32,0.11,0,0.07,2.04,
STDN,2544,3.76,173,0.59,0.31,4.44,0,0.16,0.08,0.51,0.08,5.90,0.47,1.61,0.31,0.20,1.53,0.31,2.44,0.04,0.35,0.16,4.01,0.12,16.75,0.94,0.12,0.79,0.04,0.55,0.39,5.78,0,3.89,0.16,1.02,1.14,0,2.20,0.24,0.39,0.63,4.72,0,0,0.43,0.04,1.65,0.35,0.16,0.08,0.04,0.98,0.16,0.28,1.89,0.08,5.54,0.20,3.69,10.02,0.12,0,0.12,0.08,0,0.16,2.12,
STEY,4055,3.97,174,0.32,0.25,4.17,0.02,0.79,0.07,0.42,0.12,4.59,1.01,1.18,0.39,0.17,1.48,0.52,3.63,0.47,0.15,0.10,5.40,0.10,16.25,1.06,0.05,0.44,0,0.44,0.30,6.04,0,3.77,0.20,0.67,0.86,0,3.16,0.99,0.30,0.54,4.96,0.02,0.05,0.35,0,2.54,0.02,0.25,0.22,0,1.31,0.20,0.39,1.23,0.20,2.98,0.42,3.82,10.36,0.07,0.07,0.10,0.32,0,0.20,1.80,
STG7,9440,3.64,147,0.07,0.69,3.23,0.01,0.32,0.12,0.42,0.02,6.44,1.15,1.19,0.17,0.10,2.10,0.50,5.99,0.12,0.23,0.08,4.07,0.03,14.68,0.34,0.12,0.72,0.01,0.25,0.38,5.25,0,3.37,0.26,0.58,1.24,0.01,1.97,0.71,0.36,0.58,4.76,0.02,0,0.36,0,2.61,0.21,0.14,0.15,0.06,0.55,0.15,0.37,0.73,0.05,4.12,0.05,4.07,10.08,0.15,0.01,0.06,0.13,0.01,0.10,2.10,
STG9,12622,3.71,173,0.26,0.65,3.03,0.01,0.21,0.07,0.42,0.10,5.56,1.05,1.44,0.17,0.09,1.45,0.35,4.78,0.12,0.10,0.06,4.86,0.10,17.60,0.44,0.11,0.61,0.02,0.21,0.55,6.29,0.02,3.36,0.28,0.74,0.98,0.05,2.48,0.71,0.36,0.33,4.37,0.02,0.01,0.25,0.01,3.68,0.26,0.03,0.09,0.04,0.78,0.15,0.47,1.17,0.13,2.97,0.09,3.31,10.51,0.10,0.02,0.06,0.08,0.02,0.15,1.61,
STGP,5860,3.64,164,0.17,0.39,2.97,0,0.34,0.10,0.53,0.05,6.83,0.94,0.87,0.07,0.14,3.02,0.34,6.95,0.17,0.14,0.07,4.47,0.09,12.56,0.34,0.10,0.48,0.02,0.26,0.60,4.71,0,3.50,0.03,0.56,0.97,0.03,2.12,0.80,0.44,0.53,4.88,0.02,0.03,0.53,0.03,2.65,0.15,0.24,0.20,0.10,0.63,0.36,0.27,2.00,0.10,3.84,0.05,3.67,9.98,0.10,0.02,0.10,0.07,0.02,0.12,2.75,
STH5,18575,3.58,167,0.10,0.22,2.89,0.01,0.03,0.16,0.36,0.01,6.07,1.13,1.32,0.23,0.17,2.08,0.83,7.60,0.19,0.13,0.06,4.40,0.13,15.54,0.15,0.06,0.33,0.04,0.15,0.28,5.20,0,3.03,0.27,1.16,1.02,0.05,1.69,0.97,0.65,0.27,6.19,0.03,0.03,0.41,0.02,3.00,0.37,0.06,0.16,0.05,0.65,0.06,0.65,1.01,0.04,1.85,0.13,3.54,10.00,0.13,0.01,0.24,0.02,0.03,0.12,1.93,
STHB,959,3.66,171,0.42,0.31,4.17,0,0,0.10,0.52,0,6.67,1.25,2.40,0.10,0.21,1.15,0.42,4.17,0,0,0,5.42,0,19.60,0.10,0.10,0.52,0.10,0.10,0.21,5.42,0,4.48,0.42,0.31,0.63,0.10,2.61,1.04,0.42,0.21,6.47,0,0,0,0,3.96,0.31,0.52,0.10,0,0.31,0,0.42,0.94,0,1.25,0.10,2.71,10.43,0.31,0,0.42,0.10,0,0.10,2.29,
STJD,6394,3.58,156,0.17,0.61,3.36,0,0.20,0.30,0.47,0.02,6.27,0.72,1.39,0.25,0.05,1.89,0.23,6.87,0.30,0.16,0.09,4.68,0.20,16.80,0.20,0.17,0.36,0.02,0.50,0.42,5.15,0,3.86,0.23,0.88,1.33,0.03,2.17,1.24,0.70,0.41,5.36,0.03,0.02,0.41,0,2.71,0.50,0.09,0.09,0.06,0.88,0.11,0.66,1.11,0.08,2.56,0.08,3.14,10.40,0.17,0,0.13,0.09,0,0.06,2.06,
STK7,3633,3.73,151,0.06,0.55,2.75,0,0.11,0.14,0.36,0.06,4.27,1.16,0.83,0.11,0.11,3.30,0.47,4.93,0.19,0.22,0.08,3.44,0.17,12.55,0.55,0.11,0.36,0,0.25,0.47,3.36,0,3.63,0.06,0.33,1.16,0.06,3.03,0.91,0.36,0.77,4.18,0,0.03,0.36,0,1.73,0,0.08,0.19,0.03,1.27,0.08,0.33,0.66,0,5.64,0.08,8.26,6.85,0.19,0,0.06,0.14,0,0,1.84,
STKH,4951,3.62,184,0.20,0.30,3.07,0,0.36,0.10,0.22,0.02,6.22,1.07,1.13,0.50,0.06,1.74,0.34,6.56,0.24,0.18,0,4.26,0.10,15.01,0.22,0.12,0.40,0.04,0.40,0.16,5.43,0,3.39,0.22,1.01,0.95,0.04,2.59,0.91,0.53,0.50,5.23,0.02,0,0.30,0,4.00,0.44,0.02,0.14,0.08,0.83,0.06,0.65,1.35,0.04,2.57,0.14,3.25,10.42,0.26,0.02,0.38,0.04,0.02,0.10,2.85,
STKV,12872,3.59,152,0.15,0.82,3.12,0,0.22,0.13,0.50,0.02,5.62,0.71,1.23,0.09,0.22,2.48,0.12,7.43,0.18,0.40,0.03,4.30,0.05,13.75,0.28,0.12,0.33,0,0.20,0.33,4.65,0.01,2.64,0.15,0.69,1.17,0.03,2.42,1.04,0.52,0.24,6.82,0.03,0.01,0.38,0.03,3.26,0.20,0.07,0.19,0.02,0.80,0.16,0.37,1.10,0.04,2.80,0.05,3.43,9.87,0.09,0.01,0.17,0.08,0,0.12,2.14,
STKW,6529,3.79,153,0.21,0.35,3.17,0.02,0.06,0.21,0.37,0.03,5.33,0.98,1.47,0.12,0.18,2.02,0.47,3.48,0.28,0.20,0.03,5.18,0.20,18.96,0.15,0.06,0.58,0.05,0.18,0.29,5.77,0.02,3.81,0.11,0.64,1.16,0.09,2.27,0.72,0.35,0.26,5.33,0.02,0.02,0.34,0.03,2.99,0.29,0.21,0.26,0,0.70,0.08,0.25,1.15,0.02,3.00,0.09,3.61,9.76,0.06,0,0.31,0.08,0,0.09,1.99,
STLZ,9186,3.90,168,0.17,0.94,2.31,0.01,0.37,0.02,0.37,0.09,4.72,2.06,1.39,0.22,0.10,1.28,0.36,3.98,0.41,0.36,0.01,4.07,0.08,14.44,1.38,0.13,0.37,0,0.04,0.30,7.35,0.01,2.11,0.19,1.20,0.57,0.05,2.60,1.10,0.50,0.66,4.87,0.03,0.02,0.59,0.05,4.17,0.41,0.23,0.04,0.07,0.67,0.25,0.42,2.35,0.26,2.73,0.14,0.76,10.78,0.32,0.04,0.01,0.30,0.02,0.14,0.82,
STMM,12725,3.64,157,0.25,0.78,3.47,0.01,0.22,0.24,0.50,0.03,6.71,0.99,1.63,0.30,0.09,3.37,0.23,6.69,0.15,0.42,0.02,4.56,0.17,14.49,0.45,0.07,0.24,0.05,0.13,0.19,4.17,0,3.53,0.07,0.79,1.56,0.07,3.10,1.15,0.56,0.24,4.74,0.08,0.07,0.35,0,2.51,0.35,0.07,0.12,0.02,0.79,0.20,0.33,1.10,0.07,3.40,0.06,2.70,11.28,0.17,0,0.17,0.06,0,0.06,2.73,
STN8,4692,3.69,162,0.34,0.47,3.67,0.04,0.34,0.04,0.21,0.04,5.97,0.96,1.32,0.17,0.11,2.11,0.26,5.73,0.40,0.19,0.06,3.56,0.09,16.77,0.49,0.06,0.58,0.04,0.23,0.28,4.92,0,3.20,0.15,0.92,0.96,0.06,3.71,0.92,0.49,0.55,4.60,0.04,0.02,0.38,0.06,3.75,0.19,0.15,0.11,0.06,1.41,0.15,0.45,1.49,0.02,4.56,0.02,2.09,12.04,0.26,0,0.19,0.09,0.02,0.11,1.88,
STNE,10345,3.60,170,0.27,0.60,3.26,0.01,0.39,0.10,0.55,0.04,6.47,0.85,1.35,0.14,0.19,3.47,0.17,7.41,0.15,0.43,0.07,3.60,0.11,13.11,0.31,0.05,0.34,0.01,0.32,0.21,4.89,0,4.39,0.12,0.85,1.56,0.03,3.25,1.16,0.45,0.64,5.09,0.05,0.04,0.37,0.06,3.14,0.25,0.22,0.12,0.03,1.00,0.18,0.52,1.38,0.09,2.17,0.05,3.86,10.19,0.32,0.03,0.12,0.05,0,0.09,2.98,
