Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
SQ68,4699,3.69,160,0.43,0.98,3.32,0,0.11,0.06,0.21,0.02,5.62,1.57,1.06,0.32,0.06,1.68,0.53,5.53,0.17,0.38,0.04,4.58,0.13,15.96,0.45,0.04,0.32,0,0.15,0.28,4.94,0.06,3.36,0.28,0.77,1.06,0.06,2.77,0.94,0.57,0.47,5.30,0.15,0.02,0.32,0,3.53,0.34,0.09,0.09,0.04,0.72,0.21,0.55,0.77,0.06,2.40,0.13,4.30,9.45,0.26,0.09,0.15,0.30,0.04,0.04,1.57,
SQ6L,7469,3.67,158,0.15,0.29,3.31,0,0.15,0.20,0.52,0.04,5.70,1.23,1.51,0.60,0.16,1.97,0.39,5.49,0.16,0.55,0,3.33,0.19,16.32,0.44,0.17,0.46,0.01,0.25,0.35,5.97,0,4.45,0.27,1.33,0.84,0.03,3.04,1.18,0.48,0.43,4.70,0.13,0.04,0.43,0.04,2.96,0.40,0.09,0.07,0.01,0.83,0.27,0.27,1.08,0.13,1.85,0.08,2.70,10.59,0.20,0.01,0.08,0.03,0.01,0.09,2.14,
SQ6T,7442,3.58,154,0.11,0.51,3.20,0,0.08,0.15,0.81,0.04,5.51,1.29,1.50,0.39,0.21,0.99,0.71,4.19,0.04,0.21,0.03,4.65,0.11,15.60,0.90,0.03,0.31,0.03,0.34,0.13,4.92,0,3.41,0.17,1.32,0.59,0.03,1.67,1.01,0.62,0.31,6.36,0.03,0.04,0.21,0.01,4.80,0.24,0.04,0.21,0.03,0.74,0.17,0.38,1.28,0,1.80,0,2.88,9.69,0.11,0.03,0.28,0.07,0,0.09,1.81,
SQ6Z,10687,3.72,172,0.16,0.40,3.21,0,0.09,0.20,0.33,0.05,5.90,1.10,1.40,0.29,0.18,2.17,0.42,5.03,0.39,0.18,0.09,4.59,0.16,17.04,0.22,0.07,0.41,0.02,0.27,0.27,4.59,0.01,3.67,0.10,0.65,0.95,0.02,2.12,0.61,0.54,0.36,5.11,0.08,0.01,0.19,0.02,3.32,0.39,0.16,0.31,0.02,0.58,0.19,0.56,0.99,0.06,3.06,0.06,4.03,10.25,0.26,0.01,0.43,0.07,0.01,0.13,1.88,
SQ82,7341,3.70,147,0.33,0.93,4.15,0,0.61,0.15,0.57,0.14,5.68,1.28,1.32,0.26,0.20,2.14,0.35,7.19,0.10,0.29,0.01,3.79,0.29,12.68,0.31,0.07,0.60,0.03,0.41,0.23,4.60,0.03,3.80,0.08,1.20,1.57,0.05,3.50,0.91,0.45,1.01,5.19,0.03,0.03,0.29,0.05,3.45,0.15,0.26,0.18,0.08,1.05,0.40,0.27,1.31,0.18,2.06,0.05,4.69,9.17,0.46,0.01,0.11,0.19,0.01,0.11,2.64,
SQ93,6704,3.70,156,0.18,0.34,3.10,0.01,0.52,0.10,0.72,0.09,5.12,1.21,1.09,0.58,0.24,1.80,0.39,5.41,0.13,0.28,0.06,3.70,0.15,15.29,0.51,0.24,0.33,0,0.51,0.51,6.00,0.03,4.00,0.28,0.78,0.85,0,2.71,0.76,0.61,0.67,5.28,0.01,0,0.33,0,3.77,0.16,0.19,0.07,0,0.89,0.22,0.55,1.31,0.07,2.04,0.12,4.77,8.91,0.19,0.03,0.07,0.10,0.03,0.10,1.86,
SQ9R,10475,3.64,160,0.18,0.62,2.70,0,0.35,0.11,0.54,0.13,6.03,1.41,1.35,0.23,0.15,2.27,0.54,7.43,0.38,0.27,0.04,3.64,0.15,13.45,0.24,0.12,0.40,0,0.23,0.59,5.51,0.02,3.31,0.30,1.25,0.69,0.01,2.33,1.01,0.82,0.61,5.58,0.05,0,0.34,0.08,3.44,0.10,0.15,0.10,0,0.84,0.15,0.44,1.55,0.08,1.12,0.07,3.31,9.75,0.34,0.02,0.03,0.12,0.01,0.13,2.11,
SQBK,2432,3.74,146,0.33,0.33,3.17,0,0.53,0.04,1.48,0.04,6.04,0.82,0.78,0.58,0.21,1.85,1.15,5.43,0.37,0.12,0.08,2.88,0.16,15.58,0.45,0.04,0.45,0,0.16,0.45,3.95,0.04,2.88,0.16,0.99,1.23,0.12,2.34,1.85,0.78,0.95,4.89,0.08,0.12,0.58,0,4.65,0.08,0.99,0.21,0.12,0.82,0.49,0.41,2.43,0.12,1.85,0.12,1.93,10.44,0.21,0,0.21,0.04,0.04,0.12,2.51,
SQD6,5303,3.67,154,0.28,1.15,3.43,0.02,0.28,0.13,0.43,0.06,6.28,0.87,2.00,0.66,0.17,1.36,0.55,4.60,0.17,0.09,0.04,3.71,0.17,18.08,0.09,0.11,0.36,0.04,0.28,0.34,4.62,0,2.83,0.64,0.72,0.94,0.04,2.49,0.85,0.51,0.43,5.96,0.04,0.02,0.17,0.06,3.73,0.30,0.08,0.13,0,0.72,0.15,0.47,1.72,0.08,3.79,0.09,4.49,9.43,0.11,0.04,0.17,0,0,0.09,2.51,
SQE6,2751,3.57,153,0.15,1.16,3.09,0,0.22,0.22,0.04,0.04,5.89,0.55,0.91,0.22,0.07,1.74,0.51,8.36,0.04,0.11,0,4.36,0.07,14.07,0.07,0.07,0.29,0,0.29,0.15,4.98,0,2.58,0.44,0.69,0.76,0.07,3.05,0.65,0.69,0.84,4.98,0.04,0,0.18,0.04,3.27,0.11,0,0.18,0.04,1.16,0.22,0.29,1.16,0.07,5.05,0,7.05,9.34,0.33,0,0.15,0.04,0.04,0.15,2.65,
SQEF,1978,3.59,170,0.25,0.56,2.93,0,0.10,0.10,0.61,0,7.28,1.26,1.72,0.51,0.40,1.57,0.51,6.22,0.30,0.15,0,3.49,0,12.79,0.15,0.10,0.35,0.05,0.20,0.10,5.06,0,2.83,0.25,1.01,1.11,0.05,3.39,1.16,0.81,0.71,8.29,0,0,0.76,0,2.68,0.35,0.10,0.40,0,1.26,0.15,1.16,0.86,0,4.85,0,1.97,12.59,0.15,0,0.05,0.05,0,0.10,2.58,
SQG4,11599,3.60,162,0.15,0.78,3.67,0,0.17,0.10,0.56,0.03,6.72,0.69,1.02,0.38,0.22,1.50,0.26,4.36,0.37,0.12,0.08,4.01,0.11,15.55,0.22,0.12,0.45,0.03,0.22,0.36,5.42,0,3.00,0.36,0.80,0.98,0.07,1.84,1.75,0.59,0.88,6.55,0.04,0.03,0.26,0.02,3.98,0.28,0.09,0.19,0.04,0.92,0.10,0.60,1.21,0.05,5.04,0.08,3.36,9.98,0.18,0.01,0.19,0.02,0.02,0.10,2.41,
SQHY,7409,3.56,168,0.19,0.35,3.55,0,0.13,0.09,0.51,0.03,6.82,1.01,0.84,0.30,0.12,1.69,0.31,5.91,0.28,0.43,0.03,4.18,0.08,14.70,0.24,0.15,0.58,0.05,0.47,0.47,5.68,0,3.47,0.23,0.86,1.19,0.01,2.33,1.15,0.67,0.47,5.28,0.04,0.09,0.30,0,2.83,0.22,0.09,0.07,0.03,1.04,0.12,0.62,1.35,0.08,3.93,0.05,2.87,10.50,0.18,0,0.11,0,0.01,0.11,2.46,
SQNA,3803,3.65,134,0.16,0.55,3.55,0,0.29,0.13,0.47,0.03,6.00,0.58,1.18,0.16,0.03,2.50,0.50,5.50,0.03,0.45,0,4.52,0.08,15.01,0.58,0,0.71,0.05,0.21,0.42,4.52,0,2.81,0.11,0.82,1.24,0.03,3.18,0.58,0.92,0.45,5.60,0.08,0.03,0.21,0.05,4.55,0.26,0.08,0.05,0,1.10,0.03,0.32,1.34,0,3.73,0.13,3.16,11.52,0.37,0,0.21,0.08,0.03,0.03,2.00,
SQP2,13886,3.65,181,0.18,1.53,3.13,0.02,0.20,0.11,0.49,0.04,5.83,0.96,1.45,0.41,0.14,1.84,0.24,6.23,0.33,0.21,0.09,3.37,0.17,17.16,0.35,0.15,0.44,0.02,0.22,0.24,5.80,0,2.50,0.13,0.90,1.06,0.08,3.04,0.99,0.51,1.02,5.16,0.09,0.01,0.30,0.01,3.55,0.48,0.24,0.20,0.04,1.13,0.28,0.54,1.22,0.09,3.33,0.07,3.32,10.43,0.27,0.02,0.14,0.05,0.01,0.08,2.06,
SQPH,4048,3.70,135,0.25,0.67,2.42,0,0.25,0.05,0.35,0,4.79,0.64,0.99,0.37,0.20,0.99,0.27,7.71,0.15,0.17,0.02,5.01,0.40,20.03,0.22,0.07,0.27,0.02,0.54,0.69,4.87,0.02,1.85,0.27,1.36,0.62,0.02,2.12,0.89,1.19,0.40,4.59,0.02,0.02,0.30,0,2.77,0.12,0.44,0.12,0,0.79,0.22,0.40,1.33,0.05,2.57,0.10,3.71,8.77,0.15,0.10,0.17,0.15,0.02,0.07,2.03,
SQPN,12028,3.57,185,0.19,0.66,2.79,0,0.14,0.07,0.32,0.02,6.70,0.88,1.09,0.51,0.23,1.45,0.32,6.37,0.17,0.30,0.07,3.45,0.15,14.70,0.35,0.18,0.66,0.03,0.37,0.26,5.62,0,2.53,0.17,0.62,0.77,0.10,2.56,0.95,0.51,1.34,5.24,0.02,0.06,0.27,0.01,2.46,0.37,0.36,0.13,0.01,1.32,0.17,0.50,1.20,0.06,7.15,0.07,5.67,10.18,0.19,0.01,0.18,0.04,0.01,0.17,2.67,
SQQX,2485,3.64,157,0.12,0.56,3.26,0,0.08,0,0.24,0.04,6.44,0.52,1.09,0.16,0.28,2.86,0.56,4.99,0.12,0.64,0.04,4.06,0,14.33,0.60,0.12,0.44,0,0.68,0.44,5.07,0,3.70,0.20,0.80,1.53,0,2.05,1.37,0.44,0.28,6.16,0.04,0,0.24,0,3.30,0.24,0.16,0.08,0.04,0.97,0.04,0.44,1.33,0,2.17,0.24,2.94,10.42,0.24,0.04,0.20,0.08,0,0.20,2.17,
SQRA,4050,3.62,153,0,1.04,3.21,0.02,0.12,0.10,0.57,0,6.35,0.94,1.11,0.12,0.17,3.01,0.22,7.83,0.10,0.15,0.02,5.28,0.27,14.42,0.15,0.07,0.22,0,0.22,0.20,5.33,0.02,3.06,0.07,0.52,1.23,0,3.09,0.74,0.30,0.17,6.57,0.02,0,0.20,0,3.11,0.35,0,0.25,0.10,0.89,0.17,0.25,0.67,0.07,1.51,0,2.96,10.69,0.12,0,0.22,0,0.02,0.12,2.00,
SQS3,4259,3.75,167,0.47,0.49,3.52,0,0.12,0.09,0.59,0.05,6.36,0.61,1.46,0.40,0.07,0.99,0.33,4.34,0.31,0.05,0.02,4.11,0.07,17.21,1.10,0.09,0.80,0.02,0.49,0.26,4.84,0.02,4.25,0.09,0.99,1.22,0.02,2.79,1.01,0.63,0.87,3.62,0.12,0.05,0.16,0.02,2.39,0.40,0.23,0.14,0.02,1.10,0.12,0.49,1.71,0.05,4.84,0.12,3.92,10.99,0.47,0.02,0.23,0.09,0.02,0.12,2.18,
SQTU,10499,3.69,169,0.30,0.38,4.11,0.01,0.13,0.10,0.79,0.06,6.21,1.03,1.22,0.49,0.12,1.11,0.51,3.74,0.32,0.12,0.10,5.58,0.08,19.50,0.42,0.05,0.30,0.11,0.30,0.37,4.93,0,3.60,0.26,0.85,0.96,0.09,1.47,1.39,0.49,0.70,4.73,0.02,0.02,0.25,0.01,3.77,0.25,0.10,0.14,0,0.49,0.16,0.44,0.72,0.05,1.58,0.08,2.10,10.05,0.20,0,0.41,0.03,0.04,0.09,2.00,
SQU6,3288,3.68,160,0.24,0.73,3.01,0,0.12,0.15,0.30,0,6.11,1.06,1.31,0.61,0.21,1.28,0.52,5.63,0.18,0.06,0.06,3.71,0.12,18.46,0.30,0.18,0.24,0.03,0.24,0.18,6.20,0,2.28,0.09,1.22,0.79,0.06,1.79,1.28,0.64,0.36,5.96,0,0.03,0.36,0,4.17,0.67,0.15,0.03,0,0.40,0.09,0.46,1.22,0.06,1.92,0.06,1.49,10.25,0.24,0,0.33,0.03,0,0.12,2.04,
SQVW,8148,3.59,158,0.09,0.63,3.24,0.01,0.12,0.07,0.80,0.06,6.71,1.10,0.97,0.45,0.25,1.07,0.34,5.15,0.29,0.18,0.01,3.96,0.20,15.65,0.20,0.07,0.37,0.01,0.43,0.26,5.88,0,2.99,0.17,1.24,0.99,0.07,2.04,2.09,0.49,0.45,5.73,0.01,0,0.43,0,3.65,0.47,0.07,0.16,0.02,0.80,0.16,0.66,1.36,0.10,3.74,0.11,3.41,9.05,0.23,0.01,0.18,0.06,0.02,0.05,2.20,
SQWC,11270,3.63,179,0.27,0.82,3.88,0.03,0.22,0.18,0.82,0,6.66,0.96,1.52,0.32,0.08,2.09,0.24,5.83,0.17,0.35,0.06,3.81,0.16,15.94,0.38,0.14,0.52,0.03,0.30,0.20,4.78,0,3.03,0.16,0.89,1.23,0.05,3.57,0.99,0.29,0.90,5.16,0.04,0.04,0.35,0.02,3.43,0.46,0.16,0.17,0.04,1.20,0.32,0.74,1.03,0.09,4.06,0.02,3.82,10.66,0.30,0.02,0.07,0.08,0.02,0.08,2.50,
SQWN,6664,3.78,168,0.30,0.48,3.74,0,0.11,0.23,0.51,0.09,6.30,1.44,1.71,0.65,0.08,1.31,1.13,6.11,1.02,0.17,0.06,4.46,0.20,15.94,0.47,0.03,0.44,0.03,0.47,0.26,5.31,0.03,3.53,0.45,1.14,1.02,0.06,2.24,1.35,0.44,0.29,6.35,0.02,0.03,0.35,0.02,1.73,0.27,0.20,0.15,0.11,0.68,0.11,0.53,1.23,0.05,1.05,0.26,2.49,10.35,0.29,0,0.26,0.03,0.03,0.20,2.33,
SQWW,5739,3.62,160,0.38,1.20,3.10,0.02,0.23,0.03,0.49,0.05,5.19,0.80,1.25,0.56,0.17,1.15,0.28,6.10,0.38,0.21,0.09,4.06,0.10,12.27,0.54,0.16,0.70,0.02,0.21,0.40,6.19,0.03,3.80,0.24,0.66,1.22,0.07,3.17,0.92,0.42,1.57,6.10,0.09,0.14,0.26,0,3.48,0.33,0.23,0.07,0.02,1.17,0.17,0.26,1.39,0.16,3.85,0.09,4.43,9.88,0.17,0.03,0.12,0.16,0.02,0.10,1.10,
SQX2,8432,3.67,159,0.34,0.62,3.55,0,0.13,0.06,0.70,0.02,5.92,0.76,1.01,0.79,0.14,1.40,0.37,5.17,0.06,0.21,0.11,4.34,0.04,16.41,0.18,0.07,0.64,0.05,0.25,0.33,5.18,0.01,3.05,0.19,0.78,0.93,0.05,2.32,1.06,0.40,0.93,5.36,0.02,0.02,0.36,0.01,3.04,0.45,0.21,0.21,0.02,1.02,0.11,0.47,1.40,0.05,5.30,0.05,4.35,9.78,0.18,0.02,0.32,0.11,0.02,0.12,2.28,
SR3K,22790,3.65,147,0.04,0.56,3.12,0.01,0.17,0.09,0.75,0.02,5.93,0.95,1.80,0.42,0.29,1.21,0.34,5.32,0.33,0.07,0.09,5.30,0.13,16.51,0.83,0.15,0.47,0.05,0.22,0.24,5.75,0.01,2.74,0.21,1.90,0.70,0.04,1.51,1.02,0.36,0.44,5.60,0.03,0.01,0.29,0,3.84,0.44,0.43,0.25,0.03,0.62,0.08,0.61,1.23,0.03,1.13,0.08,1.45,10.49,0.12,0.00,0.20,0.04,0.03,0.10,1.76,
SR3P,3498,3.65,154,0.51,0.49,3.80,0.03,0.69,0.09,0.60,0.06,4.60,0.77,1.00,0.51,0.11,1.20,0.34,5.89,0.26,0.14,0,3.52,0.23,14.69,0.43,0.11,0.49,0,0.26,0.43,6.20,0,3.43,0.34,1.29,1.63,0,2.00,1.11,0.66,0.57,5.17,0.03,0.09,0.29,0,3.26,0.17,0.20,0.20,0.03,0.71,0.06,0.63,1.92,0.03,2.80,0.14,4.69,8.00,0.34,0.06,0.23,0.06,0,0.11,2.52,
SR4E,27232,3.67,160,0.48,0.47,3.82,0.00,0.10,0.14,0.37,0.03,6.28,0.86,1.35,0.27,0.16,1.26,0.45,4.52,0.24,0.15,0.04,5.09,0.13,16.80,0.23,0.07,0.46,0.02,0.17,0.30,5.31,0.00,3.16,0.25,0.46,1.29,0.03,2.49,0.77,0.51,0.36,6.59,0.02,0.06,0.24,0.01,3.29,0.17,0.11,0.24,0.02,0.86,0.09,0.40,1.44,0.03,4.26,0.06,3.61,10.74,0.15,0.00,0.10,0.07,0.03,0.09,2.25,
SR5H,5527,3.69,158,0.16,0.47,3.24,0.02,0.05,0.14,0.40,0.02,5.83,1.05,0.90,0.52,0.07,1.45,0.52,6.33,0.40,0.05,0.04,4.32,0.11,16.99,0.16,0.02,0.33,0.05,0.36,0.33,4.40,0,2.93,0.24,1.36,0.98,0.04,1.99,0.80,0.40,0.38,6.02,0.04,0.02,0.42,0,4.52,0.33,0.09,0.18,0.02,0.63,0.07,0.51,1.19,0.04,2.37,0.04,2.91,10.53,0.22,0.02,0.25,0.07,0.02,0.11,2.42,
SR5J,8628,3.71,164,0.14,0.46,3.19,0,0.05,0.08,0.35,0.01,5.88,0.96,1.22,0.16,0.15,1.09,0.46,4.91,0.13,0.02,0.09,6.28,0.06,18.41,0.17,0.08,0.36,0.13,0.38,0.24,4.52,0,2.49,0.10,1.22,0.63,0.09,1.39,0.80,0.67,0.27,5.54,0,0.01,0.16,0.01,4.80,0.36,0.08,0.28,0.01,0.49,0.03,0.45,1.00,0.01,1.37,0.05,2.40,9.94,0.22,0,0.54,0.05,0.02,0.15,2.09,
SR7C,13191,3.62,151,0.14,0.45,3.32,0,0.21,0.07,0.62,0.05,6.28,0.83,0.92,0.73,0.13,1.36,0.30,5.12,0.29,0.16,0.05,3.74,0.12,14.97,0.20,0.11,0.42,0.02,0.27,0.40,5.53,0,3.00,0.12,0.72,0.88,0.08,2.26,1.73,0.68,0.67,6.37,0.03,0.06,0.27,0.03,3.56,0.37,0.24,0.17,0.05,0.96,0.10,0.62,1.37,0.08,4.46,0.08,3.64,9.53,0.20,0.02,0.14,0.06,0.02,0.06,2.53,
SR7T,5549,3.65,144,0.16,0.63,3.64,0,0.13,0.09,0.29,0.04,6.31,1.01,1.01,0.40,0.11,1.60,0.36,5.55,0.32,0.16,0.02,3.39,0.07,15.93,0.27,0.09,0.45,0.04,0.40,0.45,5.32,0.02,3.78,0.14,0.63,1.05,0.04,2.38,1.46,1.06,1.21,5.51,0.02,0.09,0.23,0.02,2.88,0.20,0.09,0.07,0.04,1.03,0.14,0.52,1.14,0.11,4.56,0.09,5.12,9.08,0.27,0.04,0.18,0.07,0.04,0.09,1.95,
SR82,6452,3.68,149,0.08,0.93,2.77,0,0.33,0.25,0.39,0,5.50,0.88,0.95,0.22,0.05,3.35,0.46,6.68,0.06,0.08,0.05,4.20,0.15,14.91,0.37,0.06,0.40,0,0.08,0.42,5.11,0,2.85,0.15,0.45,1.01,0,2.37,0.62,0.28,0.36,5.08,0.02,0,0.34,0,2.62,0.22,0.28,0.09,0,0.60,0.14,0.23,1.18,0.03,3.94,0.11,4.68,9.55,0.19,0,0.05,0.11,0,0.11,2.15,
SR87,1936,3.47,149,0.21,0.52,2.22,0,0.05,0.10,0.57,0,6.10,1.14,0.98,0.46,0.10,2.12,0.10,5.53,0.05,0.15,0.05,3.87,0.31,14.26,0.10,0.10,0.36,0,0.41,0.41,4.03,0,2.94,0.26,1.14,0.72,0.05,1.81,0.57,0.52,0.72,5.17,0,0,0.36,0,6.56,0.36,0.21,0.05,0,0.67,0.10,0.36,1.29,0,1.91,0.05,2.63,11.67,0.31,0,0.36,0.05,0,0.05,2.22,
SR8N,12141,3.58,145,0.16,0.38,2.97,0,0.15,0.15,0.66,0.05,6.10,1.23,1.09,0.46,0.16,2.18,0.30,6.46,0.18,0.63,0.02,3.88,0.13,14.36,0.27,0.10,0.35,0.01,0.30,0.32,4.69,0,3.19,0.14,0.90,0.89,0.02,3.50,1.40,0.52,0.69,5.31,0.03,0.07,0.56,0.02,3.09,0.40,0.14,0.09,0.02,1.16,0.17,0.29,1.20,0.12,3.04,0.13,2.98,10.35,0.21,0.02,0.07,0.07,0.02,0.11,2.03,
SR8V,18040,3.65,163,0.15,0.64,3.49,0,0.21,0.13,0.39,0.04,6.18,1.22,1.01,0.16,0.16,2.65,0.54,6.29,0.27,0.20,0.04,4.16,0.17,14.77,0.32,0.12,0.40,0.03,0.19,0.29,5.40,0,3.27,0.26,0.93,1.38,0.02,2.61,0.90,0.37,0.29,5.52,0.01,0,0.32,0.02,2.79,0.21,0.03,0.13,0.05,0.70,0.09,0.23,1.08,0.07,2.92,0.08,3.23,10.35,0.19,0.03,0.16,0.09,0.02,0.05,1.95,
SR96,5125,3.65,161,0.08,0.47,3.38,0,0.04,0.12,0.29,0,4.80,1.05,1.07,0.12,0.14,2.20,0.27,7.43,0.29,0.21,0.04,4.25,0.18,14.60,0.39,0.18,0.55,0,0.29,0.33,6.60,0,2.67,0.21,0.35,0.98,0,1.87,0.94,0.37,0.70,5.64,0.04,0,0.31,0.02,1.97,0.08,0.16,0.20,0.04,0.68,0.08,0.41,1.89,0.10,4.10,0.10,5.83,7.32,0.08,0,0.16,0.06,0.02,0.06,1.44,
SR9W,5521,3.81,154,0.18,0.62,3.30,0,0.27,0.05,0.38,0.05,4.94,0.87,1.47,0.24,0.29,1.63,0.42,5.34,0.13,0.20,0.04,5.90,0.04,16.99,0.53,0.14,0.29,0,0.24,0.38,5.76,0.04,2.34,0.09,0.76,0.87,0.04,2.34,0.91,0.40,0.42,5.65,0.09,0.02,0.31,0,3.08,0.24,0.13,0.31,0.05,0.80,0.11,0.33,0.94,0.11,2.74,0.09,4.09,8.97,0.22,0.04,0.07,0.09,0.02,0.11,1.65,
SRBZ,9411,3.66,179,0.44,0.79,2.77,0,0.52,0.06,0.51,0.11,5.47,0.86,0.86,0.29,0.16,1.58,0.31,6.16,0.30,0.43,0.04,3.58,0.12,13.09,0.26,0.16,0.47,0,0.40,0.46,5.29,0.02,2.84,0.18,0.94,0.86,0,3.78,1.34,0.39,0.85,5.85,0.02,0.04,0.37,0,3.16,0.22,0.19,0.12,0.09,1.39,0.14,0.34,1.28,0.07,4.45,0.10,5.12,8.87,0.43,0.04,0.01,0.19,0.01,0.11,2.59,
SRCA,3121,3.68,155,0.06,0.74,4.04,0,0.96,0.10,0.13,0,3.49,0.64,1.15,0.06,0.26,1.38,0.87,8.11,0.22,0.03,0.03,3.43,0.10,14.96,0.19,0.06,0.64,0.03,0.35,0.19,5.00,0,3.24,0.38,0.42,1.63,0,1.89,0.32,0.13,0.29,5.32,0,0.03,0.22,0.03,1.73,0.13,0.29,0.32,0,0.38,0.10,0.51,1.51,0,3.17,0.06,7.95,7.34,0.29,0,0.13,0.10,0.06,0.10,2.08,
SRCD,8289,3.71,188,0.27,0.37,4.10,0,0.07,0.33,0.41,0.11,6.90,1.16,1.65,0.48,0.16,1.25,0.93,5.74,0.93,0.25,0.05,4.31,0.17,15.15,0.36,0.04,0.48,0.05,0.24,0.25,4.98,0.01,3.92,0.58,0.97,1.05,0.07,2.24,1.34,0.25,0.27,7.01,0.07,0.02,0.46,0.02,2.30,0.29,0.22,0.12,0,0.87,0.08,0.54,1.39,0.01,1.29,0.10,1.97,11.34,0.14,0.01,0.22,0.04,0.01,0.11,2.15,
SRD5,13484,3.70,147,0.76,0.53,3.75,0.01,0.27,0.06,0.46,0.14,6.36,1.19,1.03,0.33,0.19,2.25,0.29,5.90,0.24,0.23,0.05,4.69,0.16,13.35,0.53,0.08,0.56,0.01,0.48,0.27,5.63,0.01,2.97,0.22,1.05,1.33,0.03,2.40,1.13,0.49,0.49,5.81,0.03,0.04,0.43,0.01,2.64,0.14,0.13,0.15,0.04,0.92,0.18,0.52,1.33,0.07,3.69,0.05,3.01,10.00,0.19,0.06,0.09,0.16,0.01,0.13,2.61,
SRDJ,3847,3.70,151,0.36,0.99,3.09,0,0.16,0.08,0.47,0.08,5.30,0.86,0.96,0.39,0.31,2.11,0.23,6.11,0.23,0.16,0,4.57,0.10,13.80,0.44,0.08,0.23,0,0.13,0.62,5.87,0,3.82,0.08,0.91,0.88,0.05,4.99,1.01,0.36,0.83,5.46,0.03,0.10,0.18,0.08,4.21,0.18,0.05,0.21,0.05,1.74,0.29,0.34,1.14,0.03,2.37,0,3.48,10.74,0.31,0.03,0.05,0.31,0,0.05,2.57,
SRF6,2604,3.58,145,0.08,0.38,3.65,0,0.08,0.04,0.27,0.04,6.07,2.80,1.23,0.61,0.23,2.27,0.27,7.14,0.23,0.27,0,5.53,0.12,16.47,0.04,0.15,0.31,0,0.31,0.35,4.99,0,1.61,0.08,0.88,1.27,0,2.00,1.00,0.23,0.50,5.03,0.08,0,0.35,0,2.76,0.19,0.12,0.12,0.08,1.15,0.04,0.54,1.08,0.12,3.88,0.15,3.61,9.68,0.04,0.04,0.19,0.04,0,0,2.07,
SRFV,18230,3.64,155,0.24,0.61,3.52,0.02,0.22,0.10,0.46,0.03,6.57,1.32,1.28,0.10,0.10,1.91,0.43,7.09,0.22,0.58,0.04,3.52,0.08,13.37,0.48,0.09,0.49,0.01,0.24,0.42,4.82,0.01,3.74,0.13,0.72,0.81,0.03,4.06,0.87,0.37,0.75,4.54,0.01,0.01,0.27,0.02,4.11,0.23,0.12,0.12,0.04,1.50,0.18,0.37,1.16,0.07,3.17,0.08,3.58,12.02,0.38,0.05,0.07,0.13,0.01,0.09,1.65,
SRG8,3255,3.67,162,0.03,0.52,3.75,0,0.22,0.03,0.12,0.03,6.76,1.26,1.23,0.68,0.15,1.87,0.18,5.75,0.34,0.28,0.12,4.36,0.22,16.65,0.15,0.06,0.52,0,0.15,0.31,4.79,0,3.63,0.61,0.52,0.95,0.15,2.15,0.46,0.58,0.95,4.58,0.03,0.03,0.34,0.03,1.72,0.22,0.12,0.12,0,0.89,0.09,0.61,0.92,0.03,4.79,0.06,5.31,9.59,0.22,0.03,0.34,0.09,0,0.15,3.07,
SRGA,6454,3.64,158,0.31,0.50,3.67,0.05,0.08,0.11,0.46,0,5.84,1.10,1.60,0.11,0.20,2.48,0.22,7.44,0.22,0.36,0.03,4.94,0.09,13.73,0.40,0.23,0.33,0,0.22,0.37,4.60,0,2.51,0.22,0.62,1.41,0.05,3.04,1.56,0.64,0.46,5.27,0.03,0.02,0.37,0.02,4.17,0.34,0.08,0.06,0.06,1.21,0.12,0.26,1.72,0.06,1.49,0.06,2.63,10.47,0.29,0.03,0.19,0.06,0,0.03,2.17,
SRGR,1856,3.73,153,0.27,0.54,3.13,0.05,0.27,0.38,0.43,0.11,6.25,1.08,0.70,0.54,0.11,0.86,0.27,3.99,0.11,0.05,0,4.31,0.54,16.49,0.54,0.11,0.43,0,0.59,0.11,4.85,0,2.42,0.32,0.92,1.02,0.05,2.59,1.35,0.48,0.38,6.95,0,0,0.27,0,3.23,0.27,0.38,0.16,0.05,0.92,0.22,0.54,1.72,0.05,5.50,0.05,3.23,9.64,0.27,0,0,0,0,0.05,3.39,
SRHV,8743,3.67,156,0.15,0.26,3.84,0,0.31,0.23,0.34,0.02,5.94,0.95,1.38,0.13,0.13,2.39,0.30,6.41,0.18,0.06,0.01,5.03,0.11,16.25,0.31,0.14,0.33,0.01,0.33,0.31,4.83,0.01,3.24,0.26,0.43,1.08,0.03,2.10,0.59,0.50,0.57,5.34,0.06,0.02,0.30,0.01,2.91,0.26,0.11,0.21,0.05,0.87,0.07,0.48,1.17,0.07,2.70,0.08,4.43,10.25,0.13,0.01,0.31,0.08,0,0.05,2.32,
